school_year,dpi_true_id,school_name,accurate_agency_type,overall_score,overall_rating,school_enrollment,sch_ach,sch_growth,sch_cg,sch_tgo,sch_ot,cfc_score,cfc_rating,cfc_ssm_score,cfc_ssm_rating,cfc_milwaukee_indicator
2019-20,0000_5020,Saint Joseph Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5000,Saint Joseph Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5160,Saint Joseph Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5020,Saint Joseph Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_4980,Saint Joseph Elementary,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5100,Saint Joseph Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5340,Saint Joseph Parish School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5340,Saint Joseph Parish School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5150,Saint Joseph School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_4980,Saint Joseph School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5150,Saint Joseph School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_8560,Saint Katharine Drexel School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_8560,Saint Katharine Drexel School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5480,Saint Kilian School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5480,Saint Kilian School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5555,Saint Leonard School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5555,Saint Leonard School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5620,Saint Lucas Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5640,Saint Lucas Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_5640,Saint Lucas Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_5695,Saint Lukes Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5710,Saint Marcus Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_5710,Saint Marcus Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_5720,Saint Margaret Mary Grade Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_5730,Saint Margaret Mary Grade Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5730,Saint Margaret Mary Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5720,Saint Margaret Mary School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_5737,Saint Mark Evang Lutheran Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5737,Saint Mark Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5757,Saint Mark Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5820,Saint Martin Lutheran Gr Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5820,Saint Martin Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5830,Saint Martini Lutheran Gr Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_5840,Saint Mary Catholic High,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5840,Saint Mary Catholic High,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_8162,Saint Mary Catholic Middle,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_8162,Saint Mary Catholic Middle,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-19,0000_5940,Saint Mary Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5940,Saint Mary Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5940,Saint Mary Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_1948,Saint Mary Czestochowa,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_5855,Saint Mary Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5980,Saint Mary Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5980,Saint Mary Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-19,0000_5925,Saint Mary Imm Conc Greenville,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_5925,Saint Mary Imm Conc Greenville,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5990,Saint Mary Parish School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6550,Saint Mary Saint Michael School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6420,Saint Mary School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6370,Saint Mary School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6290,Saint Mary School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6030,Saint Mary of the Assumption Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_5925,Saint Mary of the Immaculate Conception,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6030,Saint Mary of theAssumptionSch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6560,Saint Mary's Springs Academy,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6560,Saint Mary's Springs Academy,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6550,Saint Mary/Saint Michael Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6255,Saint Marys Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6290,Saint Marys Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6370,Saint Marys Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6530,Saint Marys Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6255,Saint Marys Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6666,Saint Matthew Elementary,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6580,Saint Matthew Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6666,Saint Matthew School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6667,Saint Matthew's Evangelical Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6662,Saint Matthew's Lutheran Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6662,Saint Matthew's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6690,Saint Matthias Parish School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_6690,Saint Matthias School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_6820,Saint Nicholas Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6820,Saint Nicholas Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7000,Saint Patrick School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6930,Saint Patricks Elementary,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6930,Saint Patricks Elementary,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7000,Saint Patricks Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7030,Saint Paul Evang Lutheran,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7135,Saint Paul Evang Lutheran Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7037,Saint Paul Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7050,Saint Paul Lutheran Grade Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7070,Saint Paul Lutheran Grade Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7230,Saint Paul Lutheran Grade Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7080,Saint Paul Lutheran Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7091,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7092,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7091,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7030,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7210,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7092,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7070,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7230,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7050,Saint Paul Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7140,Saint Paul's Evangelical Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7143,Saint Paul's Evangelical Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7133,Saint Paul's Evangelical Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7144,Saint Paul's Evangelical Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7115,Saint Paul's Evangelical Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7135,Saint Paul's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7240,Saint Paul's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7265,Saint Paul's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7130,Saint Paul's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7267,Saint Paul's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7250,Saint Paul's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7290,Saint Paul's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7270,Saint Paul's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-19,0000_7144,Saint Pauls Evang Lutheran Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7140,Saint Pauls Evang Lutheran Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7144,Saint Pauls Evang Lutheran Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7240,Saint Pauls Lutheran Grade Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-19,0000_7250,Saint Pauls Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-19,0000_7270,Saint Pauls Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7250,Saint Pauls Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7265,Saint Pauls Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7267,Saint Pauls Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7270,Saint Pauls Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7290,Saint Pauls Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7170,Saint Pauls Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7420,Saint Peter Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7320,Saint Peter Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7400,Saint Peter Immanuel Luth Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_7400,Saint Peter Immanuel Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_7412,Saint Peter Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7412,Saint Peter Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7414,Saint Peter Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7470,Saint Peter's Lutheran Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7510,Saint Peter's Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-19,0000_7430,Saint Peter's School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7430,Saint Peter's School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7500,Saint Peters Lutheran Grade Sc,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-19,0000_7510,Saint Peters Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7510,Saint Peters Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7500,Saint Peters Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_1302,Saint Philips Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_1200,Saint Rafael the Archangel,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_1200,Saint Rafael the Archangel School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_7650,Saint Robert Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2020-21,0000_7650,Saint Robert Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,0000_7650,Saint Robert Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022-23,0000_7650,Saint Robert School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2023-24,0000_7650,Saint Robert School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2024-25,0000_7650,Saint Robert School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7650,Saint Robert School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7670,Saint Roman Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_7670,Saint Roman Parish School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_1947,Saint Rose,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_7680,Saint Rose Saint Mary's Sch,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7720,Saint Sebastian Grade School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_7720,Saint Sebastian School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_7850,Saint Stephen Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_7850,Saint Stephen Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_1760,Saint Thomas Aquinas Academy,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6440,Saint Thomas Aquinas Academy,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_7980,Saint Thomas Aquinas Academy,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_7980,Saint Thomas Aquinas Academy,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_1760,Saint Thomas Aquinas Academy,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6440,Saint Thomas Aquinas Academy,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_8371,Saint Thomas More High,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_8371,Saint Thomas More High School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_6105,Saint Thomas More Sch-GRACE,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_6105,Saint Thomas More School: GRACE,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_8000,Saint Vincent De Paul School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_3160,Saint Vincent Pallotti Catholic School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_3160,Saint Vincent Pallotti School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_8000,Saint Vincent de Paul,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,0000_8075,Salam School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2025-26,0000_8075,Salam School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,5068_0020,Salem Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,5068_0020,Salem Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0000_8080,Salem Evangelical Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,0000_8080,Salem Lutheran School,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2019-20,2562_0160,Sand Lake Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,2562_0160,Sand Lake Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,3269_0040,Sandburg Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,3269_0040,Sandburg Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,5621_0100,Sandhill Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,5621_0100,Sandhill Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,0147_0175,Sandy Slope Elementary School,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2020-21,0000_1797,Sankofa Talented and Gifted North Company,Private,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,5100_0120,Sauk Prairie High,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,5100_0120,Sauk Prairie High,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,5100_0140,Sauk Prairie Middle,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,5100_0140,Sauk Prairie Middle,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,3549_0120,Sauk Trail Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,3549_0120,Sauk Trail Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,4515_0120,Saukville Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,4515_0120,Saukville Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,5901_0050,Savanna Oaks Middle,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,5901_0050,Savanna Oaks Middle,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,5642_0120,Sawyer Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,5642_0120,Sawyer Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,3269_0300,Schenk Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,3269_0300,Schenk Elementary,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016-17,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017-18,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-19,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2020-21,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022-23,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2023-24,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2024-25,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,3444_0150,School District of the Menomonie Area 4K,Traditional Public,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,6216_0150,School for Agricultural and Environmental Studies,Instrumentality Charter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,6216_0150,School for Agricultural and Environmental Studies,Non-Instrumentality Charter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20,1376_0460,School for Arts and Performance,Instrumentality Charter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,1376_0460,School for Arts and Performance,Non-Instrumentality Charter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20,1526_0410,School of Options & Applied Research High,Instrumentality Charter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2019-20,1526_0250,School of Options & Applied Research Middle,Instrumentality Charter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2025-26,1526_0410,School of Options and Applied Research High,Non-Instrumentality Charter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
